fide_id,period,rating_type,tournament_name,event_location_fed,event_start_date,event_end_date,event_rc,event_ro,event_score,event_games,event_chg,event_k,event_k_chg,opponent_name,opponent_title,opponent_rating,rating_difference_over_400_flag,opponent_fed,score,n,chg,k,k_chg
25124374,2024-12-01,0,2024 Washington Challenger's Cup - Gukesh Open,"Bellevue, WA USA",2024-11-10,2024-11-11,1743,1628,1.5,4,0.12,40,4.8,"Nallappa, Vijay",,1783.0,False,USA,0.5,1,0.21,40,8.4
25124374,2024-12-01,0,2024 Washington Challenger's Cup - Gukesh Open,"Bellevue, WA USA",2024-11-10,2024-11-11,1743,1628,1.5,4,0.12,40,4.8,"Ramkumar, Nikhil",,1713.0,False,USA,0.0,1,-0.38,40,-15.2
25124374,2024-12-01,0,2024 Washington Challenger's Cup - Gukesh Open,"Bellevue, WA USA",2024-11-10,2024-11-11,1743,1628,1.5,4,0.12,40,4.8,"Beegala, Keshav",,1813.0,False,USA,0.0,1,-0.26,40,-10.4
25124374,2024-12-01,0,2024 Washington Challenger's Cup - Gukesh Open,"Bellevue, WA USA",2024-11-10,2024-11-11,1743,1628,1.5,4,0.12,40,4.8,"Zhou, Yuchen",,1661.0,False,USA,1.0,1,0.55,40,22.0
